145.152, 129.944, 5.434,  9.065 False
144.971, 129.944, 5.427,  9.098 False
144.790, 129.944, 5.420,  9.131 False
144.610, 129.944, 5.414,  9.164 False
144.430, 129.944, 5.409,  9.197 False
144.249, 129.944, 5.405,  9.230 False
144.069, 129.944, 5.401,  9.263 False
143.889, 129.944, 5.398,  9.296 False
143.709, 129.943, 5.396,  9.329 False
143.530, 129.943, 5.395,  9.362 False
143.350, 129.943, 5.394,  9.395 False
143.170, 129.943, 5.394,  9.428 False
142.990, 129.943, 5.394,  9.461 False
142.810, 129.943, 5.395,  9.494 False
142.630, 129.943, 5.396,  9.527 False
142.450, 129.943, 5.398,  9.560 False
142.270, 129.943, 5.399,  9.593 False
142.090, 129.943, 5.401,  9.626 False
141.910, 129.943, 5.404,  9.659 False
141.730, 129.943, 5.406,  9.692 False
141.550, 129.943, 5.409,  9.725 False
141.369, 129.942, 5.411,  9.758 False
141.189, 129.942, 5.414,  9.791 False
141.008, 129.942, 5.417,  9.824 False
140.827, 129.942, 5.419,  9.857 False
140.647, 129.942, 5.421,  9.890 False
140.466, 129.942, 5.421,  9.923 False
140.285, 129.942, 5.418,  9.956 False
140.105, 129.942, 5.409,  9.989 False
139.925, 129.942, 5.394, 10.022 False
139.746, 129.942, 5.371, 10.055 False
139.568, 129.942, 5.341, 10.088 False
139.391, 129.942, 5.303, 10.121 False
139.216, 129.942, 5.257, 10.154 False
139.042, 129.942, 5.203, 10.187 False
138.870, 129.942, 5.141, 10.220 False
138.701, 129.942, 5.071, 10.253 False
138.534, 129.942, 4.994, 10.286 False
138.371, 129.942, 4.904, 10.319 False
138.210, 129.942, 4.796, 10.352 False
138.054, 129.941, 4.677, 10.385 False
137.902, 129.941, 4.550, 10.418 False
137.754, 129.941, 4.417, 10.451 False
137.611, 129.941, 4.280, 10.484 False
137.473, 129.941, 4.140, 10.517 False
137.339, 129.941, 4.002, 10.550 False
137.209, 129.941, 3.864, 10.583 False
137.084, 129.941, 3.727, 10.616 False
136.964, 129.941, 3.591, 10.649 False
136.848, 129.941, 3.466, 10.682 False
136.736, 129.941, 3.343, 10.715 False
136.627, 129.941, 3.224, 10.748 False
136.523, 129.941, 3.108, 10.781 False
136.422, 129.941, 2.996, 10.814 False
136.325, 129.941, 2.888, 10.847 False
136.231, 129.941, 2.783, 10.880 False
136.141, 129.941, 2.681, 10.913 False
136.054, 129.941, 2.583, 10.946 False
135.970, 129.941, 2.489, 10.979 False
135.889, 129.941, 2.398, 11.012 False
135.811, 129.941, 2.310, 11.045 False
135.736, 129.941, 2.225, 11.078 False
135.664, 129.941, 2.144, 11.111 False
135.594, 129.941, 2.065, 11.144 False
135.527, 129.941, 1.989, 11.177 False
135.462, 129.941, 1.916, 11.210 False
135.400, 129.941, 1.846, 11.243 False
135.340, 129.941, 1.778, 11.276 False
135.282, 129.941, 1.713, 11.309 False
135.226, 129.941, 1.650, 11.342 False
135.173, 129.941, 1.590, 11.375 False
135.121, 129.941, 1.531, 11.408 False
135.071, 129.941, 1.475, 11.441 False
135.023, 129.941, 1.421, 11.474 False
134.977, 129.941, 1.369, 11.507 False
134.932, 129.941, 1.319, 11.540 False
134.889, 129.941, 1.271, 11.573 False
134.848, 129.941, 1.224, 11.606 False
134.808, 129.941, 1.179, 11.639 False
134.770, 129.941, 1.136, 11.672 False
134.733, 129.941, 1.094, 11.705 False
134.697, 129.941, 1.054, 11.738 False
134.663, 129.941, 1.016, 11.771 False
134.630, 129.941, 0.979, 11.804 False
134.598, 129.941, 0.943, 11.837 False
134.567, 129.941, 0.908, 11.870 False
134.537, 129.941, 0.875, 11.903 False
134.509, 129.941, 0.843, 11.936 False
134.481, 129.941, 0.812, 11.969 False
134.455, 129.941, 0.783, 12.002 False
134.429, 129.941, 0.754, 12.035 False
134.405, 129.941, 0.726, 12.068 False
134.381, 129.941, 0.700, 12.101 False
134.358, 129.941, 0.674, 12.134 False
134.336, 129.941, 0.650, 12.167 False
134.315, 129.941, 0.626, 12.200 False
134.295, 129.941, 0.603, 12.233 False
134.275, 129.941, 0.581, 12.266 False
134.256, 129.941, 0.560, 12.299 False
134.238, 129.941, 0.539, 12.332 False
134.221, 129.941, 0.519, 12.365 False
134.204, 129.941, 0.500, 12.398 False
134.187, 129.941, 0.482, 12.431 False
134.172, 129.941, 0.465, 12.464 False
134.156, 129.941, 0.448, 12.497 False
134.142, 129.941, 0.431, 12.530 False
134.128, 129.941, 0.415, 12.563 False
134.114, 129.941, 0.400, 12.596 False
134.101, 129.941, 0.386, 12.629 False
134.089, 129.941, 0.372, 12.662 False
134.077, 129.941, 0.358, 12.695 False
134.065, 129.941, 0.345, 12.728 False
134.054, 129.941, 0.332, 12.761 False
134.043, 129.941, 0.320, 12.794 False
134.032, 129.941, 0.308, 12.827 False
134.022, 129.941, 0.297, 12.860 False
134.013, 129.941, 0.286, 12.893 False
134.003, 129.941, 0.276, 12.926 False
133.994, 129.941, 0.266, 12.959 False
133.986, 129.941, 0.256, 12.992 False
133.977, 129.941, 0.247, 13.025 False
133.969, 129.941, 0.238, 13.058 False
133.962, 129.941, 0.229, 13.091 False
133.954, 129.941, 0.221, 13.124 False
133.947, 129.941, 0.213, 13.157 False
133.940, 129.941, 0.205, 13.190 False
133.933, 129.941, 0.197, 13.223 False
133.927, 129.941, 0.190, 13.256 False
133.921, 129.941, 0.183, 13.289 False
133.915, 129.941, 0.176, 13.322 False
133.909, 129.941, 0.170, 13.355 False
133.903, 129.941, 0.164, 13.388 False
133.898, 129.941, 0.158, 13.421 False
133.893, 129.941, 0.152, 13.454 False
133.888, 129.941, 0.147, 13.487 False
133.883, 129.941, 0.141, 13.520 False
133.879, 129.941, 0.136, 13.553 False
133.874, 129.941, 0.131, 13.586 False
133.870, 129.941, 0.126, 13.619 False
133.866, 129.941, 0.122, 13.652 False
133.862, 129.941, 0.117, 13.685 False
133.858, 129.941, 0.113, 13.718 False
133.854, 129.941, 0.109, 13.751 False
133.851, 129.941, 0.105, 13.784 False
133.847, 129.941, 0.101, 13.817 False
133.844, 129.941, 0.097, 13.850 False
133.841, 129.941, 0.094, 13.883 False
133.838, 129.941, 0.090, 13.916 False
133.835, 129.941, 0.087, 13.949 False
133.832, 129.941, 0.084, 13.982 False
133.829, 129.941, 0.081, 14.015 False
133.827, 129.941, 0.078, 14.048 False
133.824, 129.941, 0.075, 14.081 False
133.822, 129.941, 0.072, 14.114 False
133.819, 129.941, 0.070, 14.147 False
133.817, 129.941, 0.067, 14.180 False
133.815, 129.941, 0.065, 14.213 False
133.815, 129.941, 0.003, 14.246 False
133.815, 129.941, 0.001, 14.279 False
133.815, 129.941, 0.000, 14.312 False
133.815, 129.941, -0.000, 14.345 False
133.815, 129.941, -0.001, 14.378 False
133.815, 129.941, -0.001, 14.411 False
133.815, 129.941, -0.001, 14.444 False
133.815, 129.941, -0.001, 14.477 False
133.815, 129.941, -0.001, 14.510 False
133.815, 129.941, -0.001, 14.543 False
133.815, 129.941, -0.001, 14.576 False
133.815, 129.941, -0.001, 14.609 False
133.815, 129.941, -0.000, 14.642 False
133.815, 129.941, -0.000, 14.675 False
133.815, 129.941, -0.000, 14.708 False
133.815, 129.941, -0.000, 14.741 False
133.815, 129.941, -0.000, 14.774 False
133.815, 129.941, -0.000, 14.807 False
133.815, 129.941, -0.000, 14.840 False
133.815, 129.941, -0.000, 14.873 False
133.815, 129.941, -0.000, 14.906 False
133.815, 129.941, -0.000, 14.939 False
133.815, 129.941, -0.000, 14.972 False
133.815, 129.941, -0.000, 15.005 False
133.815, 129.941, 0.000, 15.038 False
133.815, 129.941, -0.000, 15.071 False
133.815, 129.941, -0.000, 15.104 False
133.815, 129.941, -0.000, 15.137 False
133.815, 129.941, -0.000, 15.170 False
133.815, 129.941, -0.000, 15.203 False
133.815, 129.941, -0.000, 15.236 False
133.815, 129.941, -0.000, 15.269 False
133.815, 129.941, -0.000, 15.302 False
133.815, 129.941, -0.000, 15.335 False
133.815, 129.941, -0.000, 15.368 False
133.815, 129.941, -0.000, 15.401 False
133.815, 129.941, -0.000, 15.434 False
133.815, 129.941, -0.000, 15.467 False
133.815, 129.941, -0.000, 15.500 False
133.815, 129.941, -0.000, 15.533 False
133.815, 129.941, -0.000, 15.566 False
133.815, 129.941, -0.000, 15.599 False
133.815, 129.941, -0.000, 15.632 False
133.815, 129.941, -0.000, 15.665 False
133.815, 129.941, -0.000, 15.698 False
133.815, 129.941, -0.000, 15.731 False
133.815, 129.941, 0.007, 15.764 False
133.814, 129.941, 0.005, 15.797 False
133.814, 129.941, 0.003, 15.830 False
133.815, 129.941, 0.000, 15.863 False
133.815, 129.941, -0.000, 15.896 False
133.815, 129.941, -0.000, 15.929 False
133.815, 129.941, 0.000, 15.962 False
133.815, 129.941, 0.001, 15.995 False
133.815, 129.941, 0.002, 16.028 False
133.815, 129.941, 0.003, 16.061 False
133.815, 129.941, 0.005, 16.094 False
133.815, 129.941, 0.007, 16.127 False
133.815, 129.941, 0.010, 16.160 False
133.815, 129.941, 0.013, 16.193 False
133.814, 129.941, 0.017, 16.226 False
133.814, 129.941, 0.022, 16.259 False
133.813, 129.941, 0.029, 16.292 False
133.812, 129.941, 0.039, 16.325 False
133.809, 129.941, 0.092, 16.358 False
133.805, 129.941, 0.128, 16.391 False
133.796, 129.940, 0.331, 16.424 False
133.783, 129.941, 0.378, 16.457 False
133.769, 129.941, 0.390, 16.490 False
133.754, 129.941, 0.476, 16.523 False
133.736, 129.941, 0.535, 16.556 False
133.717, 129.941, 0.580, 16.589 False
133.697, 129.941, 0.628, 16.622 False
133.674, 129.941, 0.692, 16.655 False
133.650, 129.941, 0.736, 16.688 False
133.622, 129.941, 0.867, 16.721 False
133.593, 129.941, 0.883, 16.754 False
133.563, 129.941, 0.914, 16.787 False
133.531, 129.941, 0.956, 16.820 False
133.499, 129.941, 0.953, 16.853 False
133.468, 129.941, 0.956, 16.886 False
133.436, 129.941, 0.963, 16.919 False
133.404, 129.941, 0.971, 16.952 False
133.372, 129.941, 0.980, 16.985 False
133.339, 129.941, 0.990, 17.018 False
133.306, 129.941, 1.001, 17.051 False
133.272, 129.941, 1.013, 17.084 False
133.238, 129.941, 1.025, 17.117 False
133.204, 129.941, 1.037, 17.150 False
133.169, 129.941, 1.048, 17.183 False
133.134, 129.941, 1.059, 17.216 False
133.099, 129.941, 1.070, 17.249 False
133.063, 129.941, 1.080, 17.282 False
133.027, 129.941, 1.089, 17.315 False
132.990, 129.941, 1.098, 17.348 False
132.954, 129.941, 1.106, 17.381 False
132.917, 129.941, 1.113, 17.414 False
132.880, 129.941, 1.119, 17.447 False
132.842, 129.941, 1.124, 17.480 False
132.805, 129.941, 1.128, 17.513 False
132.767, 129.941, 1.132, 17.546 False
132.729, 129.941, 1.135, 17.579 False
132.691, 129.941, 1.138, 17.612 False
132.654, 129.941, 1.139, 17.645 False
132.616, 129.941, 1.140, 17.678 False
132.578, 129.941, 1.141, 17.711 False
132.540, 129.941, 1.143, 17.744 False
132.501, 129.941, 1.147, 17.777 False
132.463, 129.941, 1.154, 17.810 False
132.424, 129.941, 1.167, 17.843 False
132.385, 129.941, 1.186, 17.876 False
132.345, 129.941, 1.214, 17.909 False
132.303, 129.941, 1.252, 17.942 False
132.260, 129.941, 1.301, 17.975 False
132.215, 129.941, 1.362, 18.008 False
132.167, 129.941, 1.436, 18.041 False
132.116, 129.941, 1.522, 18.074 False
132.063, 129.941, 1.620, 18.107 False
132.005, 129.941, 1.732, 18.140 False
131.944, 129.941, 1.860, 18.173 False
131.878, 129.941, 1.979, 18.206 False
131.809, 129.941, 2.085, 18.239 False
131.736, 129.941, 2.179, 18.272 False
131.661, 129.941, 2.262, 18.305 False
131.584, 129.941, 2.337, 18.338 False
131.504, 129.941, 2.402, 18.371 False
131.423, 129.941, 2.460, 18.404 False
131.340, 129.941, 2.511, 18.437 False
131.255, 129.941, 2.555, 18.470 False
131.169, 129.941, 2.593, 18.503 False
131.082, 129.941, 2.626, 18.536 False
130.994, 129.941, 2.653, 18.569 False
130.905, 129.941, 2.677, 18.602 False
130.816, 129.941, 2.696, 18.635 False
130.726, 129.941, 2.712, 18.668 False
130.636, 129.941, 2.725, 18.701 False
130.545, 129.941, 2.736, 18.734 False
130.454, 129.941, 2.744, 18.767 False
130.363, 129.941, 2.751, 18.800 False
130.271, 129.941, 2.756, 18.833 False
130.179, 129.941, 2.760, 18.866 False
130.087, 129.941, 2.763, 18.899 False
129.996, 129.941, 2.765, 18.932 False
129.904, 129.941, 2.766, 18.965 False
129.812, 129.941, 2.767, 18.998 False
129.720, 129.941, 2.767, 19.031 False
129.627, 129.941, 2.767, 19.064 False
129.535, 129.941, 2.767, 19.097 False
129.443, 129.941, 2.767, 19.130 False
129.351, 129.941, 2.767, 19.163 False
129.259, 129.941, 2.766, 19.196 False
129.167, 129.941, 2.766, 19.229 False
129.075, 129.941, 2.766, 19.262 False
128.983, 129.941, 2.765, 19.295 False
128.891, 129.941, 2.765, 19.328 False
128.798, 129.941, 2.764, 19.361 False
128.706, 129.942, 2.764, 19.394 False
128.614, 129.942, 2.763, 19.427 False
128.522, 129.942, 2.762, 19.460 False
128.430, 129.942, 2.761, 19.493 False
128.338, 129.942, 2.759, 19.526 False
128.246, 129.942, 2.758, 19.559 False
128.155, 129.942, 2.756, 19.592 False
128.063, 129.942, 2.754, 19.625 False
127.971, 129.942, 2.752, 19.658 False
127.879, 129.942, 2.750, 19.691 False
127.788, 129.942, 2.748, 19.724 False
127.696, 129.942, 2.747, 19.757 False
127.605, 129.942, 2.748, 19.790 False
127.513, 129.942, 2.754, 19.823 False
127.421, 129.942, 2.764, 19.856 False
127.328, 129.942, 2.781, 19.889 False
127.235, 129.942, 2.805, 19.922 False
127.140, 129.942, 2.838, 19.955 False
127.044, 129.942, 2.878, 19.988 False
126.947, 129.942, 2.926, 20.021 False
126.848, 129.942, 2.981, 20.054 False
126.746, 129.942, 3.043, 20.087 False
126.643, 129.942, 3.110, 20.120 False
126.537, 129.942, 3.181, 20.153 False
126.429, 129.942, 3.256, 20.186 False
126.318, 129.942, 3.334, 20.219 False
126.204, 129.942, 3.413, 20.252 False
126.088, 129.942, 3.492, 20.285 False
125.970, 129.942, 3.570, 20.318 False
125.848, 129.942, 3.647, 20.351 False
125.725, 129.942, 3.721, 20.384 False
125.599, 129.942, 3.792, 20.417 False
125.470, 129.942, 3.860, 20.450 False
125.340, 129.942, 3.922, 20.483 False
125.208, 129.942, 3.980, 20.516 False
125.074, 129.942, 4.033, 20.549 False
124.938, 129.942, 4.080, 20.582 False
124.801, 129.942, 4.121, 20.615 False
124.663, 129.942, 4.157, 20.648 False
124.524, 129.942, 4.187, 20.681 False
124.384, 129.942, 4.212, 20.714 False
124.244, 129.942, 4.233, 20.747 False
124.102, 129.942, 4.249, 20.780 False
123.961, 129.942, 4.261, 20.813 False
123.819, 129.942, 4.270, 20.846 False
123.677, 129.942, 4.276, 20.879 False
123.534, 129.942, 4.280, 20.912 False
123.392, 129.942, 4.281, 20.945 False
123.249, 129.942, 4.282, 20.978 False
123.107, 129.942, 4.280, 21.011 False
122.965, 129.942, 4.278, 21.044 False
122.822, 129.942, 4.275, 21.077 False
122.680, 129.942, 4.272, 21.110 False
122.538, 129.942, 4.269, 21.143 False
122.396, 129.942, 4.265, 21.176 False
122.254, 129.942, 4.262, 21.209 False
122.112, 129.942, 4.259, 21.242 False
121.970, 129.942, 4.256, 21.275 False
121.829, 129.942, 4.253, 21.308 False
121.687, 129.942, 4.250, 21.341 False
121.545, 129.942, 4.248, 21.374 False
121.404, 129.942, 4.245, 21.407 False
121.263, 129.942, 4.242, 21.440 False
121.121, 129.942, 4.239, 21.473 False
120.980, 129.942, 4.236, 21.506 False
120.839, 129.942, 4.233, 21.539 False
120.698, 129.942, 4.229, 21.572 False
120.557, 129.942, 4.226, 21.605 False
120.416, 129.942, 4.222, 21.638 False
120.276, 129.942, 4.217, 21.671 False
120.135, 129.942, 4.213, 21.704 False
119.995, 129.942, 4.208, 21.737 False
119.855, 129.942, 4.204, 21.770 False
119.715, 129.942, 4.201, 21.803 False
119.575, 129.942, 4.201, 21.836 False
119.435, 129.942, 4.205, 21.869 False
119.294, 129.942, 4.214, 21.902 False
119.153, 129.942, 4.230, 21.935 False
